,Unnamed: 0,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Address,Cross Street,Location ,Year
18726,1448273,170409168,04/24/2017,04/24/2017,1020,4,Hollenbeck,448,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 1813 0416,24.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,MEDFORD,TREMONT,"(34.0628, -118.195)",2017
18735,1448282,170409209,04/27/2017,03/18/2017,100,4,Hollenbeck,422,121,"RAPE, FORCIBLE",1259 0522 0527 0510 0537 0536,14.0,F,A,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,BROADWAY,EASTLAKE,"(34.0738, -118.2078)",2017
18771,1448318,170409291,04/30/2017,04/29/2017,1900,4,Hollenbeck,488,330,BURGLARY FROM VEHICLE,0344 1402 1302,69.0,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,BESWICK                      ST,LORENA                       ST,"(0, 0)",2017
18779,1448326,170409304,04/29/2017,04/29/2017,2325,4,Hollenbeck,455,210,ROBBERY,0334 0344,21.0,M,H,101.0,STREET,207.0,OTHER KNIFE,IC,Invest Cont,SOTO,CESAR E CHAVEZ,"(34.0477, -118.2072)",2017
18784,1448331,170409310,04/29/2017,04/29/2017,2210,4,Hollenbeck,428,624,BATTERY - SIMPLE ASSAULT,0400 1309 0416,24.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,BUDAU                        AV,MARTIN                       ST,"(34.0806, -118.1713)",2017
18785,1448332,170409311,04/29/2017,04/29/2017,2210,4,Hollenbeck,428,624,BATTERY - SIMPLE ASSAULT,0400 1309 0416 0342,25.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,BUDAU,MARTIN                       ST,"(34.0806, -118.1713)",2017
18790,1448337,170409319,04/30/2017,04/29/2017,2100,4,Hollenbeck,411,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0445 0334,76.0,M,H,102.0,SIDEWALK,312.0,PIPE/METAL PIPE,IC,Invest Cont,AVENUE 19,N  FIGUEROA,"(34.0766, -118.2228)",2017
18795,1448342,170409330,04/30/2017,04/30/2017,1700,4,Hollenbeck,422,625,OTHER ASSAULT,0416 0360,36.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,JOHNSTON,MANITOU,"(34.0719, -118.2103)",2017
18799,1448346,170409334,04/29/2017,04/29/2017,340,4,Hollenbeck,448,110,CRIMINAL HOMICIDE,1100 0430 0906,32.0,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,LANCASTER,MURCHINSON,"(34.0591, -118.1965)",2017
18800,1448347,170409335,04/29/2017,04/29/2017,340,4,Hollenbeck,448,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0430 0906,25.0,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,LANCASTER,MURCHINSON,"(34.0591, -118.1965)",2017
18801,1448348,170409336,04/29/2017,04/29/2017,340,4,Hollenbeck,448,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0430 0906,30.0,F,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,LANCASTER,MURCHINSON,"(34.0591, -118.1965)",2017
18802,1448349,170409337,04/29/2017,04/29/2017,340,4,Hollenbeck,448,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0430 0906,23.0,X,X,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,LANCASTER,MURCHINSON,"(34.0591, -118.1965)",2017
18815,1448362,170409370,05/01/2017,05/01/2017,1520,4,Hollenbeck,467,440,THEFT PLAIN - PETTY ($950 & UNDER),0342 0344 0400,19.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1ST                          ST,SOTO,"(34.0437, -118.2098)",2017
18819,1448366,170409377,05/01/2017,05/01/2017,1135,4,Hollenbeck,427,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0421 0334 1309 0319 1218,31.0,F,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,ALBION,N  MAIN                         ST,"(34.0802, -118.1848)",2017
18827,1448374,170409395,05/01/2017,05/01/2017,1835,4,Hollenbeck,499,761,BRANDISH WEAPON,0334 0329,34.0,M,B,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,8TH,SPENCE,"(34.0205, -118.2024)",2017
18831,1448378,170409404,05/02/2017,05/02/2017,130,4,Hollenbeck,422,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445,27.0,M,H,101.0,STREET,207.0,OTHER KNIFE,IC,Invest Cont,DALY,BROADWAY,"(34.0736, -118.2156)",2017
18835,1448382,170409418,05/02/2017,05/02/2017,1030,4,Hollenbeck,442,625,OTHER ASSAULT,0356,23.0,F,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,LORD,MARENGO,"(34.0589, -118.2126)",2017
18864,1448411,170409482,05/03/2017,05/03/2017,430,4,Hollenbeck,443,121,"RAPE, FORCIBLE",0400 1415 1262 0503 0537,18.0,F,H,152.0,UNDERPASS/BRIDGE*,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,SOTO,MARENGO,"(0, 0)",2017
18876,1448423,170409501,05/04/2017,05/03/2017,2335,4,Hollenbeck,409,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0431,41.0,F,H,102.0,SIDEWALK,207.0,OTHER KNIFE,IC,Invest Cont,HUNTINGTON                   DR,POPLAR,"(34.0906, -118.1648)",2017
18889,1448436,170409528,05/04/2017,05/04/2017,1,4,Hollenbeck,438,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0416 0419 0401,25.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,ENDICOTT,ALHAMBRA,"(34.0753, -118.1718)",2017
18894,1448441,170409541,05/04/2017,05/04/2017,1250,4,Hollenbeck,452,624,BATTERY - SIMPLE ASSAULT,0329 0311,20.0,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,E  1ST,N  BOYLE                        AV,"(34.0472, -118.2198)",2017
18895,1448442,170409542,05/04/2017,05/04/2017,1250,4,Hollenbeck,452,624,BATTERY - SIMPLE ASSAULT,0311 0444 0446 0417,22.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,E  1ST,N  BOYLE                        AV,"(34.0472, -118.2198)",2017
18896,1448443,170409543,05/04/2017,05/04/2017,1250,4,Hollenbeck,452,624,BATTERY - SIMPLE ASSAULT,0311 0444 0446 0417,20.0,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,E  1ST,N  BOYLE                        AV,"(34.0472, -118.2198)",2017
18900,1448447,170409554,05/04/2017,05/04/2017,1645,4,Hollenbeck,478,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 0302,19.0,F,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,BERNAL,SABINA,"(34.0302, -118.2006)",2017
18901,1448448,170409555,05/04/2017,04/29/2017,1920,4,Hollenbeck,469,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1310 0329 0447,47.0,M,H,101.0,STREET,312.0,PIPE/METAL PIPE,IC,Invest Cont,4TH,INDIANA,"(34.032, -118.1924)",2017
18917,1448464,170409591,05/05/2017,05/05/2017,1900,4,Hollenbeck,467,210,ROBBERY,1309 0302 0334 0443 0337 0418 0344,52.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,4TH                          ST,SOTO                         ST,"(34.0401, -118.2106)",2017
18919,1448466,170409594,05/05/2017,05/05/2017,1500,4,Hollenbeck,454,624,BATTERY - SIMPLE ASSAULT,0448 0419 0444 1259 1815 1251,14.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,STATE                        ST,3RD                          ST,"(34.0444, -118.2184)",2017
18921,1448468,170409597,05/05/2017,05/05/2017,1730,4,Hollenbeck,456,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1814 0431,34.0,F,H,102.0,SIDEWALK,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,WINTER,MOTT,"(34.0491, -118.2016)",2017
18922,1448469,170409600,05/05/2017,05/05/2017,1500,4,Hollenbeck,463,624,BATTERY - SIMPLE ASSAULT,0400 1259 1251 0416 0429 0913,14.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,4TH                          ST,STATE                        ST,"(34.0432, -118.2176)",2017
18953,1448500,170409663,05/07/2017,05/07/2017,1400,4,Hollenbeck,449,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0400 0416 0305 0429,56.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,EVERGREEN,WABASH,"(34.0501, -118.197)",2017
18960,1448507,170409683,05/07/2017,05/07/2017,1730,4,Hollenbeck,491,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0371 0312 0302 0202 1309 1240,30.0,M,H,101.0,STREET,101.0,REVOLVER,IC,Invest Cont,GLENN                        AV,DACOTAH                      ST,"(34.0233, -118.2222)",2017
18961,1448508,170409685,05/08/2017,05/08/2017,300,4,Hollenbeck,449,210,ROBBERY,0906 1309 0342 0326 1313 0371 0355 0344,22.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,TREMONT,EVERGREEN,"(34.0527, -118.1969)",2017
18976,1448523,170409717,05/08/2017,05/08/2017,1600,4,Hollenbeck,455,220,ATTEMPTED ROBBERY,0342 0400 0448 0416 0417 0369 0337,50.0,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,CESAR E CHAVEZ,BREED,"(34.0468, -118.2078)",2017
18980,1448527,170409725,05/09/2017,04/14/2017,1800,4,Hollenbeck,489,121,"RAPE, FORCIBLE",0533 1802,50.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,8TH                          ST,SOTO                         ST,"(34.0281, -118.2194)",2017
19003,1448550,170409769,05/09/2017,05/09/2017,1930,4,Hollenbeck,421,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0311 0334 0302 0371 1402,47.0,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,MAIN,AVENUE 17,"(34.0668, -118.2213)",2017
19005,1448552,170409778,05/09/2017,05/09/2017,1930,4,Hollenbeck,415,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,53.0,M,H,102.0,SIDEWALK,212.0,BOTTLE,IC,Invest Cont,BROADWAY,DALY,"(34.0736, -118.2156)",2017
19017,1448564,170409811,05/10/2017,05/10/2017,1655,4,Hollenbeck,451,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0334 0312 0450 0554,27.0,M,H,101.0,STREET,102.0,HAND GUN,AO,Adult Other,1ST                          ST,GABRIEL GARC,"(0, 0)",2017
19050,1448597,170409870,05/11/2017,05/11/2017,1730,4,Hollenbeck,427,210,ROBBERY,0342 0334 0344 0416 0400 1218 0429,55.0,F,H,101.0,STREET,312.0,PIPE/METAL PIPE,AO,Adult Other,HUNTINGTON D,COLLIS,"(34.0802, -118.1848)",2017
19053,1448600,170409882,05/12/2017,05/12/2017,135,4,Hollenbeck,489,210,ROBBERY,0446 0355 0344 1402 1309 1310 1240 0416 0329 0326,27.0,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,LYDIA                        DR,DACATOH                      ST,"(34.0245, -118.2143)",2017
19088,1448635,170409952,05/13/2017,05/13/2017,130,4,Hollenbeck,423,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2002 0445 0429,39.0,M,H,101.0,STREET,212.0,BOTTLE,IC,Invest Cont,MAIN,WORKMAN,"(34.066, -118.2142)",2017
19103,1448650,170409974,05/14/2017,05/14/2017,615,4,Hollenbeck,499,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0416 1241 1243,31.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,INDIANA                      ST,BESWICK                      ST,"(34.0189, -118.1922)",2017
19137,1448684,170410049,05/15/2017,05/15/2017,1950,4,Hollenbeck,457,761,BRANDISH WEAPON,1309 0312 0421 0913 0334,46.0,F,H,103.0,ALLEY,102.0,HAND GUN,AO,Adult Other,FICKETT                      ST,CINCINNATI,"(34.0468, -118.2052)",2017
19140,1448687,170410056,05/16/2017,05/16/2017,1300,4,Hollenbeck,407,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0431 1202 0605,61.0,M,H,101.0,STREET,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,HUNTINGTON DR,COLLIS,"(34.0863, -118.1842)",2017
19163,1448710,170410104,05/17/2017,05/17/2017,1150,4,Hollenbeck,471,624,BATTERY - SIMPLE ASSAULT,0416 1309 1202,81.0,M,A,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,CLARENCE,6TH                          ST,"(34.0391, -118.2228)",2017
19190,1448737,170410182,05/18/2017,05/18/2017,2215,4,Hollenbeck,473,210,ROBBERY,0342 1309 0344 0302 0334 0416 0429,19.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,WHITTIER                     BL,SOTO                         ST,"(0, 0)",2017
19203,1448750,170410205,05/18/2017,05/18/2017,1715,4,Hollenbeck,463,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1309 0334 1218 0913 0445 0417,50.0,M,H,101.0,STREET,204.0,FOLDING KNIFE,IC,Invest Cont,4TH                          ST,CHICAGO                      ST,"(34.0462, -118.2153)",2017
19213,1448760,170410240,05/19/2017,05/19/2017,2110,4,Hollenbeck,423,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0430 1100,30.0,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,SICHEL,DARWIN,"(34.0676, -118.2129)",2017
19214,1448761,170410241,05/19/2017,05/19/2017,2350,4,Hollenbeck,426,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1100 0430 1407 1310,32.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,TEMPLETON,PORTOLA                      AV,"(34.0827, -118.173)",2017
19216,1448763,170410248,05/20/2017,05/20/2017,1210,4,Hollenbeck,424,210,ROBBERY,0342 0344 0329 0337,22.0,M,H,102.0,SIDEWALK,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,MISSION,THOMAS,"(34.0665, -118.205)",2017
19224,1448771,170410261,05/20/2017,05/20/2017,1710,4,Hollenbeck,409,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1407 0450 1100 0302 0334,16.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,NEWTONIA,MAYCREST,"(34.0961, -118.1613)",2017
19229,1448776,170410276,05/20/2017,05/20/2017,2010,4,Hollenbeck,464,901,VIOLATION OF RESTRAINING ORDER,0340 2000,24.0,F,H,101.0,STREET,515.0,PHYSICAL PRESENCE,IC,Invest Cont,SAINT LOUIS,1ST                          ST,"(34.0449, -118.2137)",2017
19243,1448790,170410296,05/21/2017,05/21/2017,1950,4,Hollenbeck,487,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0302 0444 0400 0416,30.0,M,H,101.0,STREET,115.0,ASSAULT WEAPON/UZI/AK47/ETC,IC,Invest Cont,8TH,MARIETTA,"(34.0257, -118.2139)",2017
19282,1448829,170410357,05/22/2017,05/22/2017,800,4,Hollenbeck,473,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400,22.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,BOYLE,HOLLENBECK                   DR,"(34.0379, -118.2194)",2017
19310,1448857,170410411,05/23/2017,05/23/2017,2230,4,Hollenbeck,429,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 0416 1310,36.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,WARWICK,ALLAN                        ST,"(34.081, -118.1665)",2017
19318,1448865,170410437,05/24/2017,05/24/2017,1845,4,Hollenbeck,478,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0447,27.0,F,H,109.0,PARK/PLAYGROUND,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,GRANDE VISTA,ATLANTIC,"(34.0261, -118.2061)",2017
19325,1448872,170410454,05/24/2017,05/24/2017,1525,4,Hollenbeck,448,624,BATTERY - SIMPLE ASSAULT,1258 0446 1251 0444,13.0,F,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,SOTO                         ST,ALCAZAR                      ST,"(34.0641, -118.1972)",2017
19326,1448873,170410455,05/24/2017,05/24/2017,1525,4,Hollenbeck,448,624,BATTERY - SIMPLE ASSAULT,0419 0446 0444,18.0,F,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,SOTO                         ST,ALCAZAR                      ST,"(34.0641, -118.1972)",2017
19327,1448874,170410456,05/24/2017,05/24/2017,1525,4,Hollenbeck,448,624,BATTERY - SIMPLE ASSAULT,0446 0444,26.0,F,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,SOTO                         ST,ALCAZAR                      ST,"(34.0641, -118.1972)",2017
19331,1448878,170410462,05/24/2017,05/24/2017,2230,4,Hollenbeck,479,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0450,25.0,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,WHITTIER,INDIANA,"(34.024, -118.1923)",2017
19351,1448898,170410500,05/25/2017,05/25/2017,1910,4,Hollenbeck,449,753,DISCHARGE FIREARMS/SHOTS FIRED,1407 1100 0371,16.0,M,X,101.0,STREET,107.0,OTHER FIREARM,IC,Invest Cont,DUNDAS                       ST,WABASH                       AV,"(34.0497, -118.1961)",2017
19357,1448904,170410518,05/26/2017,05/26/2017,115,4,Hollenbeck,412,210,ROBBERY,0906 0342 0216 0371 0337 0448 0344,32.0,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,AVENUE 24,N  BROADWAY,"(34.0736, -118.217)",2017
19377,1448924,170410567,05/26/2017,05/26/2017,2005,4,Hollenbeck,489,761,BRANDISH WEAPON,2004 0421,53.0,M,H,301.0,GAS STATION,215.0,MACHETE,AA,Adult Arrest,SOTO,8TH,"(34.0281, -118.2194)",2017
19385,1448932,170410578,05/27/2017,05/26/2017,2250,4,Hollenbeck,415,910,KIDNAPPING,0334 0418,26.0,M,H,101.0,STREET,204.0,FOLDING KNIFE,AA,Adult Arrest,PASADENA                     AV,DALY                         ST,"(34.0793, -118.2148)",2017
19386,1448933,170410579,05/27/2017,05/26/2017,2250,4,Hollenbeck,415,910,KIDNAPPING,0334 0418,38.0,M,H,101.0,STREET,204.0,FOLDING KNIFE,AA,Adult Arrest,PASADENA                     AV,DALY                         ST,"(34.0793, -118.2148)",2017
19396,1448943,170410590,05/27/2017,05/27/2017,1000,4,Hollenbeck,467,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0444 0421 1309,33.0,M,H,102.0,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont,4TH                          ST,MOTT,"(34.0389, -118.208)",2017
19400,1448947,170410609,05/27/2017,05/27/2017,1830,4,Hollenbeck,453,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0444 0429,56.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1ST                          ST,BOYLE,"(0, 0)",2017
19408,1448955,170410624,05/27/2017,05/27/2017,2335,4,Hollenbeck,456,210,ROBBERY,0344 0400 1266 0913 0416 0377 0355,51.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,WABASH,SENTINEL,"(34.0499, -118.2009)",2017
19410,1448957,170410630,05/28/2017,05/28/2017,615,4,Hollenbeck,422,210,ROBBERY,0342 0344 0400 0417,41.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,BROADWAY,EASTLAKE                     AV,"(34.0738, -118.2078)",2017
19424,1448971,170410657,05/28/2017,05/28/2017,1130,4,Hollenbeck,489,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1309 0342,53.0,M,H,301.0,GAS STATION,511.0,VERBAL THREAT,AO,Adult Other,8TH,SOTO,"(34.0281, -118.2194)",2017
19437,1448984,170410683,05/29/2017,05/29/2017,1900,4,Hollenbeck,467,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1402,57.0,F,A,101.0,STREET,306.0,ROCK/THROWN OBJECT,AA,Adult Arrest,SAVANNAH                     ST,1ST                          ST,"(34.0409, -118.2033)",2017
19440,1448987,170410685,05/28/2017,05/28/2017,1530,4,Hollenbeck,465,624,BATTERY - SIMPLE ASSAULT,0446 0913,54.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,4TH                          ST,FRESNO                       ST,"(34.0359, -118.2012)",2017
19450,1448997,170410708,05/30/2017,05/30/2017,1045,4,Hollenbeck,497,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400 0401,47.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,WASHINGTON                   BL,SOTO                         ST,"(34.0146, -118.2093)",2017
19454,1449001,170410721,05/30/2017,05/30/2017,5,4,Hollenbeck,438,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1243 1813 0447,34.0,F,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,ALHAMBRA                     AV,LOMBARDY,"(34.0736, -118.1724)",2017
19470,1449017,170410758,05/31/2017,05/31/2017,1655,4,Hollenbeck,466,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1402 0311 0329,16.0,M,X,103.0,ALLEY,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,FICKETT,CEASAR E CHA,"(34.0436, -118.2051)",2017
19471,1449018,170410767,05/31/2017,05/31/2017,1930,4,Hollenbeck,497,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0342 1309 0319 0443 1312,27.0,M,H,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,OLYMPIC                      ST,ORME                         AV,"(0, 0)",2017
19492,1449039,170410813,06/01/2017,06/01/2017,1605,4,Hollenbeck,467,451,PURSE SNATCHING - ATTEMPT,0305 0344,46.0,F,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,4TH                          ST,SOTO                         ST,"(0, 0)",2017
19496,1449043,170410821,06/01/2017,06/01/2017,330,4,Hollenbeck,464,121,"RAPE, FORCIBLE",1259 1814 0537 0527 1415,14.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,SOTO,CESAR E CHAVEZ,"(34.0468, -118.2078)",2017
19514,1449061,170410853,06/02/2017,06/02/2017,1255,4,Hollenbeck,466,210,ROBBERY,0344 1202 0337 0355 0400 1309,80.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1ST                          ST,MOTT,"(34.0421, -118.206)",2017
19537,1449084,170410907,06/03/2017,06/03/2017,930,4,Hollenbeck,412,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0447,23.0,F,O,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,AVENUE 33,PASADENA,"(34.0832, -118.2137)",2017
19543,1449090,170410919,06/03/2017,06/03/2017,1140,4,Hollenbeck,465,903,CONTEMPT OF COURT,2002 0603 0416,54.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,4TH,FRESNO,"(34.0359, -118.2012)",2017
19551,1449098,170410931,06/04/2017,06/04/2017,25,4,Hollenbeck,477,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218 0334,63.0,M,B,152.0,UNDERPASS/BRIDGE*,311.0,HAMMER,IC,Invest Cont,SOTO,7TH                          ST,"(34.0323, -118.2169)",2017
19557,1449104,170410937,06/04/2017,06/04/2017,530,4,Hollenbeck,455,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0400 1309,55.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,CORNWELL                     ST,BARLOW                       ST,"(34.053, -118.2063)",2017
19558,1449105,170410940,06/04/2017,06/04/2017,1850,4,Hollenbeck,499,624,BATTERY - SIMPLE ASSAULT,0446,45.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,BESWICK,CALZONA,"(34.0204, -118.1957)",2017
19564,1449111,170410953,06/05/2017,06/05/2017,240,4,Hollenbeck,478,210,ROBBERY,0418 1300 0445 0416 0355 0344 2002,26.0,M,H,101.0,STREET,207.0,OTHER KNIFE,AA,Adult Arrest,7TH,CONCORD,"(34.0262, -118.2033)",2017
19570,1449117,170410966,04/03/2017,03/24/2017,1,4,Hollenbeck,473,624,BATTERY - SIMPLE ASSAULT,0500 0400 1824 1251 1259,17.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,INEZ,BREED                        ST,"(34.037, -118.2157)",2017
